unit -> angles in degrees			
"Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West"	"Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis"	"Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis"	
Timestamp	Azimuth	Pitch	Roll
12.076679	356.3466	-66.159874	37.39139
12.081714	354.9616	-65.37449	37.53662
12.08675	353.60202	-64.57301	37.658962
12.091846	352.2476	-63.743996	37.753002
12.096821	350.94287	-62.919853	37.809113
12.101856	349.64572	-62.070713	37.830624
12.106891	348.37073	-61.211895	37.815052
12.111987	347.10544	-60.34193	37.764477
12.116962	345.90427	-59.50209	37.68085
12.121998	344.73175	-58.66753	37.567535
12.127033	343.61044	-57.859222	37.4283
12.13213	342.53607	-57.080082	37.268707
12.137104	341.55875	-56.370026	37.09778
12.142139	340.6532	-55.708946	36.915874
12.147174	339.8376	-55.11361	36.728268
12.15227	339.10406	-54.58181	36.53204
12.157245	338.48007	-54.133827	36.327175
12.162311	337.93878	-53.754013	36.104305
12.167285	337.50748	-53.46029	35.865364
12.172413	337.1641	-53.247837	35.60177
12.177387	336.94376	-53.134247	35.322548
12.182423	336.84497	-53.121452	35.018913
12.187458	336.88132	-53.21902	34.696587
12.192554	337.0629	-53.433407	34.35806
12.197528	337.39798	-53.75825	34.024086
12.202564	337.89594	-54.19817	33.69785
12.2076	338.56732	-54.738163	33.38961
12.212696	339.41937	-55.368313	33.102524
12.21767	340.42712	-56.044895	32.83993
12.222705	341.59277	-56.76618	32.58746
12.227741	342.88165	-57.4999	32.338356
12.232838	344.28452	-58.241386	32.088837
12.237811	345.74237	-58.964687	31.850399
12.242847	347.29327	-59.710766	31.624153
12.247883	348.93198	-60.485394	31.418251
12.252979	350.68945	-61.312767	31.236294
12.257954	352.5189	-62.173706	31.08127
12.26302	354.48886	-63.101585	30.94435
12.267994	356.52728	-64.05522	30.82149
12.273121	358.72717	-65.06826	30.694773
12.278094	0.9505005	-66.06961	30.557747
12.283131	3.258606	-67.083916	30.403708
12.288135	5.567749	-68.09103	30.239496
12.293262	7.9152527	-69.12059	30.061451
12.298237	10.16626	-70.11505	29.856104
12.303271	12.405884	-71.10041	29.582499
12.308308	14.579834	-72.082436	29.211996
12.313404	16.664429	-73.070526	28.7706
12.318378	18.554626	-73.96676	28.346088
12.323414	20.319489	-74.66777	27.986687
12.328448	21.835083	-75.0413	27.724405
12.333545	23.07129	-75.076866	27.49662
12.33852	23.957825	-74.84979	27.241848
12.3435545	24.571136	-74.45746	26.916447
12.348591	24.911194	-73.99108	26.516207
12.353687	25.029846	-73.49099	26.040373
12.358662	24.97647	-72.99931	25.52152
12.363728	24.84259	-72.51384	24.949362
12.368702	24.678436	-72.068634	24.354118
12.373828	24.539246	-71.647255	23.706327
12.378803	24.465515	-71.28193	23.047575
12.383838	24.48346	-70.95632	22.36024
12.388874	24.600433	-70.67389	21.668358
12.3939705	24.876343	-70.461136	21.007977
12.398945	25.287415	-70.33279	20.436047
12.40398	25.78769	-70.24911	19.936626
12.409015	26.347046	-70.20139	19.527353
12.414111	26.944122	-70.174706	19.206501
12.419086	27.535767	-70.157005	18.978
12.424122	28.130127	-70.13988	18.825531
12.429127	28.709991	-70.11934	18.744862
12.434254	29.290222	-70.089775	18.723541
12.439228	29.831848	-70.04981	18.754854
12.444263	30.358063	-69.994545	18.830114
12.449298	30.852753	-69.92107	18.942974
12.454394	31.3172	-69.82553	19.086517
12.459369	31.729034	-69.7143	19.253374
12.464435	32.112854	-69.587975	19.446163
12.469409	32.44458	-69.451096	19.65086
12.474537	32.73947	-69.29969	19.868273
12.479511	32.96292	-69.142685	20.081156
12.484547	33.140656	-68.97672	20.289696
12.489582	33.26129	-68.80892	20.487099
12.4946785	33.32715	-68.63994	20.673006
12.499652	33.322388	-68.477875	20.840511
12.504688	33.269104	-68.31419	20.992765
12.509724	33.14926	-68.14776	21.127354
12.51482	32.960876	-67.9758	21.24418
12.519794	32.703247	-67.79959	21.344765
12.524829	32.403534	-67.6135	21.435713
12.529865	32.060455	-67.425415	21.522472
12.534962	31.679504	-67.238365	21.613552
12.539935	31.273376	-67.0653	21.712225
12.544971	30.87088	-66.90546	21.824638
12.549975	30.47821	-66.76921	21.95343
12.555103	30.097809	-66.65939	22.10447
12.560078	29.740631	-66.58827	22.274256
12.565144	29.424133	-66.561066	22.468382
12.570118	29.143005	-66.58445	22.686657
12.575245	28.893677	-66.66624	22.938005
12.580218	28.671448	-66.80235	23.209717
12.585255	28.49292	-66.995415	23.50761
12.590289	28.333801	-67.23876	23.828108
12.595386	28.18164	-67.52595	24.172222
12.600361	28.009064	-67.83361	24.52759
12.605395	27.827118	-68.157845	24.903883
12.610432	27.610443	-68.47934	25.295523
12.615528	27.348083	-68.78759	25.703663
12.6205015	27.025818	-69.05603	26.114279
12.625538	26.674255	-69.28257	26.54274
12.630572	26.298645	-69.45207	26.98299
12.635669	25.904816	-69.56821	27.43427
12.640644	25.474487	-69.647934	27.86937
12.6456785	24.990723	-69.70754	28.285103
12.650715	24.390808	-69.747345	28.656225
12.655811	23.616394	-69.75039	28.979162
12.660786	22.668243	-69.70534	29.252323
12.665852	21.562653	-69.62339	29.521807
12.670826	20.377502	-69.5208	29.822567
12.675952	19.098541	-69.38928	30.207802
12.680927	17.803864	-69.230515	30.655596
12.685962	16.475311	-69.00227	31.144405
12.690998	15.133392	-68.68507	31.612564
12.6960945	13.777649	-68.287346	32.025856
12.701069	12.466888	-67.863205	32.347935
12.706104	11.204315	-67.44314	32.58337
12.711139	10.004395	-67.07011	32.74067
12.716235	8.861908	-66.765816	32.841633
12.7212105	7.8082275	-66.557526	32.902336
12.726246	6.819977	-66.44076	32.93723
12.731281	5.8900757	-66.41269	32.947594
12.736378	4.9933777	-66.4578	32.929764
12.741352	4.1404114	-66.546555	32.8788
12.7463875	3.2852478	-66.64667	32.793037
12.751452	2.39505	-66.72886	32.677414
12.756489	1.4594421	-66.76753	32.5416
12.761493	0.46862793	-66.75084	32.393803
12.766559	359.4192	-66.671776	32.237167
12.771533	358.36642	-66.53989	32.075764
12.776661	357.27264	-66.35387	31.905783
12.781635	356.227	-66.136406	31.733746
12.786701	355.19263	-65.88817	31.551886
12.791736	354.21005	-65.62156	31.362543
12.7968025	353.26758	-65.33957	31.166784
12.801776	352.3948	-65.059135	30.968304
12.806812	351.5535	-64.78093	30.767345
12.811848	350.7555	-64.51741	30.569218
12.816944	349.995	-64.2745	30.377602
12.8219185	349.31418	-64.07161	30.202412
12.826953	348.68765	-63.90777	30.042992
12.831989	348.1319	-63.792835	29.90399
12.837086	347.6383	-63.7232	29.782341
12.842059	347.2308	-63.7	29.67413
12.8470955	346.88583	-63.720154	29.571068
12.852131	346.61227	-63.780476	29.464514
12.857227	346.40112	-63.877808	29.347563
12.862202	346.2613	-64.00437	29.21632
12.867268	346.1689	-64.16058	29.063543
12.872242	346.1209	-64.33745	28.888973
12.877369	346.09564	-64.53603	28.683111
12.882342	346.09497	-64.73913	28.452415
12.887379	346.10132	-64.946625	28.18823
12.892413	346.1113	-65.15064	27.892313
12.89751	346.1201	-65.34911	27.56201
12.902485	346.1329	-65.5309	27.208958
12.907519	346.14093	-65.70108	26.828566
12.912556	346.15265	-65.858315	26.429348
12.917652	346.1715	-66.00715	26.015968
12.922626	346.2213	-66.14957	25.609003
12.927662	346.3126	-66.29434	25.202854
12.932696	346.4681	-66.44187	24.806496
12.937793	346.71027	-66.59535	24.416613
12.942768	347.05576	-66.749435	24.037142
12.947803	347.51193	-66.90677	23.645035
12.952839	348.0764	-67.06584	23.235292
12.957935	348.75046	-67.23298	22.804424
12.96291	349.51834	-67.412415	22.376328
12.967976	350.41333	-67.626625	21.950459
12.97295	351.4319	-67.88105	21.555567
12.978076	352.6411	-68.19854	21.18797
12.983051	353.9817	-68.55708	20.876558
12.988086	355.49347	-68.96574	20.61322
12.993122	357.15277	-69.416695	20.39724
12.998219	358.96606	-69.9173	20.217451
13.003193	0.85079956	-70.45238	20.062098
13.008228	2.8537292	-71.04005	19.901371
13.013263	4.921417	-71.66919	19.708004
13.018359	7.0438843	-72.32835	19.443762
13.0233345	9.098206	-72.9753	19.070805
13.02837	11.126556	-73.61955	18.505646
13.033405	13.071716	-74.26529	17.687944
13.038502	14.901489	-74.94839	16.66658
13.043476	16.519562	-75.61774	15.703301
13.0485115	18.029388	-76.12868	14.983456
13.053546	19.386353	-76.38096	14.527497
13.058642	20.553741	-76.38504	14.177875
13.063617	21.454102	-76.23498	13.808501
13.068713	22.147125	-76.03089	13.351353
13.073657	22.57132	-75.863434	12.854585
13.078785	22.763306	-75.73817	12.331323
13.083759	22.730652	-75.64502	11.864473
13.088795	22.546143	-75.55205	11.470276
13.0938	22.260681	-75.44998	11.183082
13.098927	21.92395	-75.333084	11.008369
13.1039	21.607635	-75.21725	10.947541
13.108936	21.355804	-75.1038	10.979357
13.11394	21.197205	-74.9998	11.088082
13.119068	21.152557	-74.90655	11.266147
13.1240425	21.228638	-74.838196	11.49787
13.129077	21.439636	-74.79103	11.788409
13.134113	21.781403	-74.76056	12.127092
13.13921	22.32486	-74.74507	12.516742
13.144183	23.020996	-74.74508	12.927697
13.1492195	23.817627	-74.75451	13.35162
13.154255	24.67743	-74.77404	13.77909
13.159351	25.591736	-74.80804	14.213311
13.164326	26.495209	-74.85657	14.6403675
13.169392	27.434448	-74.92206	15.078137
13.174366	28.342834	-75.00152	15.514715
13.179493	29.254791	-75.09854	15.971394
13.184466	30.084045	-75.20523	16.421164
13.189503	30.889496	-75.32283	16.87572
13.194537	31.638184	-75.44075	17.320848
13.199634	32.32724	-75.549675	17.753042
13.204609	32.904083	-75.63245	18.152992
13.209643	33.423676	-75.683975	18.531273
13.21468	33.856934	-75.69609	18.882965
13.219776	34.213043	-75.666336	19.213783
13.22475	34.457947	-75.59545	19.519388
13.229786	34.652344	-75.48317	19.81311
13.23482	34.782776	-75.33554	20.097427
13.239917	34.858032	-75.15431	20.380135
13.244892	34.86328	-74.95198	20.655163
13.249927	34.847687	-74.73203	20.933983
13.254963	34.79889	-74.510735	21.217869
13.260059	34.73044	-74.29951	21.510641
13.265034	34.63379	-74.12225	21.80235
13.2701	34.55316	-73.98398	22.103912
13.275074	34.472076	-73.89783	22.40935
13.2802	34.400482	-73.86311	22.730251
13.285175	34.313263	-73.88141	23.055195
13.29021	34.242157	-73.94558	23.39876
13.295246	34.16339	-74.046875	23.760502
13.300343	34.069366	-74.17647	24.147612
13.305317	33.93741	-74.31727	24.549923
13.310352	33.79541	-74.46037	24.98102
13.315387	33.62442	-74.59336	25.435287
13.320483	33.417816	-74.71018	25.916098
13.325459	33.15677	-74.80731	26.40464
13.330494	32.867737	-74.88587	26.9153
13.335529	32.559418	-74.932144	27.438463
13.340626	32.270447	-74.925896	27.968952
13.3456	32.00656	-74.85837	28.478844
13.350636	31.7695	-74.72351	28.981482
13.35567	31.49942	-74.52362	29.47361
13.360766	31.145264	-74.281784	29.971668
13.365741	30.687927	-74.03343	30.476
13.370807	30.15747	-73.79461	31.024212
13.375781	29.572113	-73.59705	31.608116
13.380909	28.8992	-73.43961	32.25208
13.385883	28.14328	-73.315704	32.885372
13.390919	27.290192	-73.19302	33.47656
13.395924	26.307281	-73.05497	33.969463
13.40105	25.11615	-72.84889	34.389248
13.406024	23.82129	-72.570244	34.719456
13.41106	22.458252	-72.17752	34.98637
13.416064	21.060638	-71.66654	35.19156
13.421192	19.629578	-71.03575	35.332066
13.426167	18.258514	-70.36258	35.39775
13.431201	16.912476	-69.6675	35.40131
13.436237	15.592102	-69.00368	35.356277
13.441334	14.289276	-68.39392	35.280327
13.446307	13.065399	-67.86933	35.19117
13.451344	11.900574	-67.40578	35.09476
13.456379	10.804047	-67.002975	34.991753
13.461475	9.754639	-66.64654	34.878647
13.46645	8.778839	-66.34344	34.755886
13.471516	7.8311157	-66.06897	34.616806
13.47649	6.935028	-65.82254	34.462593
13.481617	6.031067	-65.5821	34.286633
13.48659	5.1677856	-65.35499	34.1013
13.491627	4.2972107	-65.121346	33.907413
13.496661	3.4263306	-64.880325	33.710827
13.501758	2.543396	-64.624664	33.51238
13.506733	1.6894836	-64.36478	33.32048
13.511767	0.8303528	-64.09268	33.13087
13.516804	359.98105	-63.812416	32.944614
13.5219	359.1293	-63.51853	32.757324
13.526874	358.31607	-63.222336	32.569305
13.53191	357.5001	-62.910465	32.37249
13.536914	356.69302	-62.584454	32.167263
13.542041	355.8623	-62.23182	31.943445
13.547016	355.05505	-61.86806	31.706896
13.552051	354.22345	-61.47654	31.446281
13.557056	353.39194	-61.066525	31.161451
13.562183	352.5294	-60.62607	30.843637
13.567158	351.691	-60.1814	30.506788
13.572224	350.82007	-59.71689	30.136194
13.577198	349.95786	-59.255844	29.740284
13.582324	349.06	-58.78468	29.30143
13.587299	348.20322	-58.341187	28.8427
13.592334	347.34354	-57.912918	28.350187
13.59737	346.5078	-57.51551	27.834415
13.602467	345.70154	-57.15657	27.296848
13.607441	344.97552	-56.85679	26.76523
13.612476	344.29916	-56.611656	26.229523
13.617511	343.70142	-56.42983	25.696898
13.622607	343.17816	-56.314476	25.164503
13.627583	342.76935	-56.279366	24.652565
13.632618	342.4491	-56.328888	24.148705
13.637653	342.23856	-56.46829	23.663729
13.64275	342.1546	-56.701935	23.194761
13.647724	342.2302	-57.01847	22.759483
13.65276	342.46603	-57.411213	22.3459
13.657794	342.88837	-57.856277	21.96164
13.66289	343.51233	-58.337334	21.603258
13.667865	344.33408	-58.818348	21.271627
13.672931	345.35553	-59.300507	20.947474
13.677905	346.5229	-59.754093	20.641716
13.683033	347.85062	-60.201954	20.356476
13.688007	349.2515	-60.63004	20.12404
13.693043	350.76044	-61.069176	19.956175
13.698078	352.37317	-61.53293	19.863295
13.703174	354.10785	-62.052814	19.846659
13.708148	355.9023	-62.62814	19.894424
13.713184	357.82495	-63.292023	19.984295
13.71822	359.8436	-64.04357	20.078203
13.723316	1.9440918	-64.88791	20.127378
13.728291	3.9769897	-65.7613	20.06462
13.733325	5.9434204	-66.64202	19.79367
13.738361	7.720978	-67.494354	19.22259
13.743458	9.196045	-68.314384	18.34615
13.748431	10.336731	-69.09882	17.308626
13.753468	11.227264	-69.840866	16.31293
13.758503	11.890625	-70.38431	15.486973
13.763599	12.385437	-70.61615	14.719583
13.768574	12.732422	-70.56854	13.918979
13.77364	12.970032	-70.365135	13.033326
13.778614	13.037689	-70.115875	12.143848
13.783741	12.910278	-69.8706	11.270829
13.788714	12.6336975	-69.67165	10.51413
13.793751	12.288544	-69.519035	9.864996
13.798785	11.969666	-69.41473	9.341169
13.803882	11.753235	-69.357254	8.933884
13.808857	11.69928	-69.3432	8.646859
13.813891	11.826813	-69.35744	8.457855
13.818897	12.1474	-69.39107	8.354353
13.824024	12.666321	-69.4402	8.319228
13.828998	13.3446045	-69.50499	8.337354
13.834034	14.188629	-69.58596	8.395916
13.839068	15.164307	-69.68325	8.488705
13.844165	16.25653	-69.79492	8.618603
13.84914	17.386292	-69.913956	8.787649
13.854175	18.571564	-70.036896	9.003645
13.85918	19.764252	-70.15501	9.259453
13.864307	20.986847	-70.259514	9.554184
13.869282	22.143585	-70.33763	9.866731
13.874348	23.292358	-70.38881	10.204883
13.879321	24.358582	-70.4126	10.555754
13.884448	25.318726	-70.40111	10.94132
13.889423	26.084747	-70.35728	11.338422
13.894458	26.769928	-70.2964	11.751234
13.899494	27.357452	-70.224815	12.169817
13.904591	27.861572	-70.14885	12.59214
13.909565	28.244324	-70.07852	13.000221
13.9146	28.553741	-70.01651	13.398736
13.919635	28.76178	-69.96339	13.777484
13.924731	28.866577	-69.91913	14.132607
13.929707	28.848877	-69.88296	14.4473715
13.934742	28.749939	-69.85684	14.728126
13.939777	28.559845	-69.8414	14.971859
13.944874	28.286499	-69.8401	15.184428
13.949848	27.933044	-69.85497	15.3704195
13.954884	27.544922	-69.89086	15.547144
13.959918	27.134613	-69.94937	15.727519
13.965014	26.724945	-70.03251	15.927147
13.969989	26.332245	-70.137634	16.153618
13.975055	25.98581	-70.27011	16.424252
13.980029	25.689758	-70.42318	16.738577
13.985157	25.435333	-70.60271	17.11718
13.990131	25.229645	-70.79275	17.538834
13.995167	25.095856	-70.99728	18.017914
14.000201	25.026184	-71.211914	18.543901
14.005298	25.028198	-71.4382	19.11378
14.010272	25.08783	-71.67159	19.696842
14.015308	25.231964	-71.919815	20.304308
14.020344	25.450043	-72.18412	20.913334
14.02544	25.729614	-72.46913	21.523645
14.030415	26.027496	-72.7616	22.109146
14.035449	26.368347	-73.07328	22.689442
14.040485	26.708801	-73.39776	23.262035
14.045582	27.044678	-73.74085	23.839348
14.050555	27.364838	-74.07354	24.408922
14.055592	27.751404	-74.37491	24.99662
14.060627	28.165527	-74.62468	25.606615
14.065723	28.561737	-74.810135	26.253906
14.070698	28.823425	-74.9282	26.919353
14.075794	28.934937	-74.98421	27.646791
14.080738	28.845276	-74.98248	28.426073
14.085865	28.594788	-74.96026	29.33178
14.090838	28.219147	-74.95227	30.318573
14.095875	27.759094	-74.97521	31.400488
14.100909	27.14502	-75.00917	32.50761
14.106006	26.2529	-75.01624	33.550644
14.110981	24.994263	-74.996155	34.344624
14.116015	23.293182	-74.93363	34.892735
14.121052	21.40799	-74.78615	35.211758
14.126148	19.645935	-74.45212	35.329556
14.131122	17.927612	-73.89662	35.367756
14.136158	16.181396	-73.13343	35.372303
14.141162	14.38089	-72.24267	35.359596
14.146289	12.430481	-71.242355	35.329227
14.151264	10.405945	-70.22389	35.279953
14.156299	8.27832	-69.17823	35.20907
14.161335	6.132782	-68.16053	35.12293
14.166431	4.0139465	-67.190895	35.026363
14.171406	2.0453186	-66.3217	34.917847
14.176472	0.16513062	-65.515274	34.781635
14.181445	358.43954	-64.795685	34.608795
14.186572	356.76987	-64.11568	34.388805
14.191547	355.25522	-63.51202	34.136852
14.196582	353.8098	-62.95011	33.86004
14.201618	352.45132	-62.438286	33.57957
14.206715	351.16617	-61.96728	33.311634
14.211689	350.00537	-61.551975	33.081554
14.216724	348.90808	-61.168846	32.89221
14.221759	347.88614	-60.81769	32.748642
14.226855	346.92	-60.487843	32.64704
14.231831	346.0506	-60.18335	32.57974
14.236866	345.22784	-59.886326	32.537056
14.241901	344.4678	-59.60292	32.511578
14.246998	343.75055	-59.33467	32.500187
14.251972	343.0985	-59.09287	32.498203
14.257008	342.4652	-58.867653	32.503487
14.2620125	341.85883	-58.66122	32.513622
14.2671385	341.24692	-58.458607	32.528637
14.272113	340.66602	-58.263493	32.54322
14.277179	340.0736	-58.06176	32.557846
14.282153	339.49225	-57.8596	32.569946
14.287281	338.88306	-57.63937	32.578907
14.292255	338.28445	-57.409767	32.579277
14.297291	337.66046	-57.15494	32.568897
14.302325	337.0206	-56.87199	32.543205
14.307422	336.35782	-56.555344	32.498947
14.312396	335.69974	-56.216278	32.43127
14.317432	335.01813	-55.84532	32.33539
14.322468	334.3318	-55.45296	32.211132
14.327564	333.6413	-55.0405	32.056026
14.332953	332.98947	-54.637054	31.874893
14.337989	332.3591	-54.241932	31.670092
14.343024	331.7807	-53.874725	31.450357
14.348121	331.2583	-53.54106	31.224138
14.353095	330.83102	-53.26202	31.004187
14.35813	330.48636	-53.03314	30.791716
14.363166	330.24146	-52.863674	30.595366
14.368262	330.1035	-52.75596	30.420366
14.373238	330.09113	-52.7203	30.281105
14.378304	330.20422	-52.759132	30.183754
14.383277	330.45123	-52.874737	30.13359
14.388404	330.83685	-53.07398	30.131367
14.393378	331.3473	-53.346462	30.16897
