unit -> angles in degrees			
"Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West"	"Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis"	"Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis"	
Timestamp	Azimuth	Pitch	Roll
17.782257	187.82211	-83.69267	11.661448
17.787262	188.24306	-83.53046	10.611081
17.79239	188.38678	-83.41061	9.527963
17.797363	188.25363	-83.32678	8.531315
17.80243	187.9712	-83.249275	7.6148505
17.807405	187.57872	-83.15984	6.8361044
17.81253	187.11896	-83.052704	6.165078
17.817505	186.63348	-82.935425	5.6380157
17.822542	186.21696	-82.80199	5.218602
17.827578	185.87164	-82.64842	4.9010935
17.832672	185.62814	-82.47269	4.671012
17.837646	185.4893	-82.27588	4.518544
17.842684	185.53412	-82.048065	4.4163613
17.847717	185.73965	-81.78853	4.3487225
17.852816	186.09781	-81.50037	4.298608
17.85779	186.56578	-81.21029	4.2685227
17.862823	187.19934	-80.91858	4.2561164
17.867859	187.94072	-80.63408	4.261939
17.872957	188.77734	-80.35372	4.2894626
17.87793	189.63167	-80.08751	4.342414
17.882965	190.56741	-79.83279	4.4294915
17.888002	191.53325	-79.59683	4.5569725
17.893097	192.5253	-79.3746	4.730311
17.898071	193.48265	-79.164536	4.947194
17.90314	194.48207	-78.93918	5.2154765
17.908113	195.46158	-78.69176	5.5237975
17.913239	196.45226	-78.39449	5.879125
17.918213	197.37407	-78.06098	6.254694
17.92325	198.29001	-77.6713	6.6545663
17.928284	199.1541	-77.22609	7.063085
17.933382	199.95798	-76.72194	7.473834
17.938356	200.64822	-76.19133	7.8660226
17.94339	201.27519	-75.635345	8.249068
17.948425	201.80626	-75.08188	8.616215
17.953524	202.23958	-74.54291	8.970893
17.958498	202.54831	-74.054756	9.305809
17.963531	202.76921	-73.61101	9.637192
17.968567	202.88264	-73.22306	9.970515
17.973663	202.89311	-72.8878	10.318716
17.978638	202.80797	-72.61763	10.680307
17.983673	202.67133	-72.40002	11.072997
17.98871	202.49918	-72.23763	11.498766
17.993805	202.31145	-72.126884	11.965038
17.99878	202.12578	-72.06917	12.4560585
18.003847	201.95903	-72.05844	12.985957
18.008821	201.82146	-72.097275	13.534869
18.013947	201.70868	-72.19064	14.122204
18.018923	201.62946	-72.33619	14.708496
18.023958	201.58809	-72.534195	15.310091
18.028992	201.57727	-72.77886	15.913931
18.03409	201.59299	-73.064285	16.523586
18.039064	201.6282	-73.370186	17.116886
18.044098	201.68921	-73.699646	17.71616
18.049133	201.77405	-74.040016	18.321215
18.05423	201.8908	-74.38536	18.947102
18.059204	202.02597	-74.69758	19.578222
18.06424	202.18211	-74.96414	20.252668
18.069277	202.34146	-75.187935	20.97315
18.074371	202.45102	-75.38113	21.743336
18.079346	202.47368	-75.56466	22.531757
18.084383	202.38313	-75.74043	23.383331
18.089418	202.18436	-75.88327	24.326143
18.094513	201.9263	-75.98939	25.415382
18.099487	201.68285	-76.07658	26.633904
18.104584	201.43073	-76.170715	28.004936
18.109558	201.10948	-76.23394	29.388325
18.114656	200.49107	-76.21199	30.68625
18.11963	199.6025	-76.074905	31.749943
18.124664	198.45908	-75.808556	32.575985
18.1297	197.05475	-75.41366	33.12726
18.134798	195.42223	-74.909966	33.465973
18.13977	193.66255	-74.346436	33.644657
18.144806	191.716	-73.716576	33.721153
18.149843	189.63736	-73.04207	33.729176
18.154938	187.43817	-72.32451	33.695
18.159912	185.24542	-71.6015	33.638474
18.16495	183.02274	-70.852486	33.575905
18.169985	180.83527	-70.095535	33.512863
18.17508	178.68707	-69.32844	33.45232
18.180054	176.66345	-68.585365	33.389584
18.185091	174.69666	-67.850365	33.318718
18.190125	172.81897	-67.14852	33.237595
18.195223	171.0097	-66.48557	33.146843
18.200197	169.32843	-65.89531	33.05071
18.205261	167.7063	-65.3599	32.952385
18.210236	166.19476	-64.90069	32.85684
18.215364	164.72955	-64.49581	32.770435
18.220339	163.39679	-64.17376	32.70149
18.225372	162.15222	-63.9218	32.655777
18.23041	161.00952	-63.74159	32.63372
18.235504	159.95496	-63.63061	32.63369
18.240479	159.01465	-63.589996	32.648983
18.245514	158.16052	-63.618984	32.680786
18.250551	157.39923	-63.717045	32.7272
18.255646	156.72845	-63.881237	32.79228
18.26062	156.16406	-64.09955	32.872223
18.265657	155.69946	-64.37226	32.971783
18.27069	155.33362	-64.69919	33.089203
18.275787	155.05884	-65.086555	33.22484
18.280764	154.86536	-65.52112	33.36814
18.285799	154.75226	-66.01556	33.519287
18.290802	154.70361	-66.54861	33.66592
18.29593	154.71002	-67.12588	33.804684
18.300905	154.74487	-67.7094	33.916687
18.30597	154.82367	-68.3154	34.003548
18.310944	154.91882	-68.911896	34.054092
18.31607	155.0282	-69.52255	34.068466
18.321045	155.11804	-70.102295	34.04138
18.32608	155.20715	-70.665306	33.97332
18.331118	155.26782	-71.19926	33.863667
18.336212	155.29016	-71.70619	33.7131
18.341187	155.24829	-72.16305	33.52823
18.346224	155.16931	-72.584206	33.30689
18.351257	155.04065	-72.967354	33.056248
18.356354	154.86926	-73.31855	32.77798
18.36133	154.6565	-73.63228	32.484154
18.366365	154.44958	-73.928444	32.16779
18.371399	154.24939	-74.20912	31.828918
18.376497	154.10052	-74.48121	31.44072
18.381472	153.97461	-74.73594	31.02657
18.386505	153.91663	-74.98024	30.567093
18.39154	153.93439	-75.212524	30.05328
18.396639	154.01556	-75.45024	29.51362
18.401611	154.15436	-75.705124	28.983511
18.406677	154.43121	-76.01123	28.459955
18.411654	154.83832	-76.36803	27.972307
18.416779	155.41693	-76.80014	27.505875
18.421753	156.11377	-77.28073	27.088406
18.42679	157.01025	-77.83502	26.697626
18.431826	158.0716	-78.45683	26.32273
18.43692	159.29779	-79.14494	25.936188
18.441895	160.58759	-79.85741	25.523497
18.446932	162.0119	-80.59943	25.04361
18.451965	163.4942	-81.343346	24.469574
18.457064	165.01563	-82.081566	23.75473
18.462038	166.45398	-82.7826	22.88155
18.467072	167.9173	-83.48569	21.798517
18.472107	169.42041	-84.20203	20.569132
18.477205	171.08435	-84.925064	19.31274
18.482178	172.88849	-85.55954	18.209171
18.487213	174.96295	-86.01916	17.261824
18.49225	177.12885	-86.25314	16.410517
18.497345	179.28827	-86.29196	15.561112
18.50232	181.24648	-86.208275	14.701552
18.507387	183.1346	-86.070724	13.803525
18.512362	184.86157	-85.908714	12.940918
18.517487	186.5267	-85.72129	12.106476
18.52246	187.98436	-85.48665	11.361795
18.527498	189.374	-85.18296	10.67737
18.532532	190.64478	-84.82424	10.061097
18.53763	191.82652	-84.421104	9.50564
18.542604	192.86447	-84.00605	9.0285015
18.547638	193.89226	-83.575745	8.602704
18.552673	194.87965	-83.14173	8.2245035
18.557772	195.85593	-82.694405	7.8828135
18.562746	196.76802	-82.24382	7.5816407
18.56778	197.72577	-81.76403	7.301479
18.572815	198.6852	-81.26008	7.045181
18.577911	199.65814	-80.728096	6.8120914
18.582886	200.57738	-80.19486	6.6137304
18.587921	201.54099	-79.6459	6.4467173
18.592958	202.49933	-79.09549	6.3172936
18.598053	203.45872	-78.54392	6.225582
18.603027	204.35475	-78.01768	6.176749
18.608095	205.28624	-77.50047	6.169375
18.61307	206.18535	-77.01829	6.2041793
18.618195	207.08557	-76.54973	6.279871
18.62317	207.90338	-76.123505	6.3889966
18.628206	208.72562	-75.71878	6.5292535
18.63324	209.51584	-75.33888	6.6954
18.638338	210.2842	-74.9771	6.883995
18.643312	210.98746	-74.646515	7.085572
18.648346	211.69675	-74.33055	7.298464
18.653381	212.37457	-74.03006	7.5132127
18.658478	213.0156	-73.736206	7.7228103
18.663452	213.5745	-73.46249	7.9150777
18.668488	214.10474	-73.203445	8.091683
18.673525	214.57718	-72.97044	8.252664
18.67862	214.99448	-72.7677	8.401702
18.683594	215.33441	-72.60696	8.543547
18.688631	215.64645	-72.48033	8.688181
18.693666	215.91457	-72.38805	8.843835
18.698761	216.14719	-72.32851	9.019744
18.703735	216.33191	-72.30086	9.220807
18.708803	216.51024	-72.29877	9.460845
18.713776	216.67519	-72.32025	9.741599
18.718904	216.83203	-72.36374	10.075092
18.723879	216.97432	-72.42912	10.444581
18.728912	217.13672	-72.522964	10.857083
18.733948	217.31116	-72.64809	11.305882
18.739046	217.49855	-72.81306	11.791687
18.744019	217.68286	-73.015434	12.296429
18.749054	217.87465	-73.263176	12.832277
18.754091	218.05544	-73.556984	13.393796
18.759186	218.21828	-73.900665	13.988198
18.76416	218.34956	-74.28017	14.595674
18.769197	218.45993	-74.704926	15.23584
18.774233	218.54227	-75.16459	15.901545
18.779327	218.5878	-75.64905	16.59969
18.784302	218.58838	-76.12904	17.305534
18.78934	218.52689	-76.60497	18.038404
18.794342	218.38689	-77.05641	18.782795
18.79947	218.14363	-77.501366	19.55307
18.804476	217.80986	-77.93585	20.312056
18.809479	217.36737	-78.385826	21.070541
18.814484	216.79468	-78.842804	21.823797
18.819613	216.06796	-79.31003	22.579407
18.824587	215.22812	-79.73939	23.287092
18.82962	214.19054	-80.0935	23.961435
18.834658	212.95393	-80.32534	24.600088
18.839752	211.51411	-80.41366	25.254961
18.844727	209.97348	-80.34692	25.96682
18.849762	208.3063	-80.12651	26.79609
18.8548	206.58745	-79.79558	27.71203
18.859894	204.80742	-79.39369	28.665194
18.864868	203.01526	-78.94262	29.56483
18.869905	201.10608	-78.42121	30.404009
18.874939	199.11998	-77.85069	31.144794
18.880035	197.05292	-77.25093	31.770964
18.885012	195.00468	-76.65092	32.250942
18.890047	192.89117	-76.01606	32.617546
18.89508	190.76079	-75.34489	32.89655
18.900179	188.60052	-74.6258	33.12554
18.905153	186.50409	-73.88915	33.31762
18.910217	184.38376	-73.10994	33.500347
18.915192	182.33734	-72.334885	33.672215
18.920319	180.2847	-71.5352	33.851673
18.925293	178.35706	-70.76687	34.02587
18.930328	176.46808	-70.00033	34.20728
18.935335	174.66357	-69.252655	34.39047
18.94046	172.90247	-68.50936	34.58188
18.945435	171.2865	-67.82273	34.764168
18.950472	169.74182	-67.166664	34.945004
18.955477	168.30206	-66.55301	35.11586
18.960602	166.93408	-65.96605	35.28495
18.965578	165.70337	-65.44018	35.4372
18.970613	164.55396	-64.95622	35.58445
18.975647	163.51099	-64.532555	35.727783
18.980745	162.57208	-64.18197	35.87419
18.98572	161.77795	-63.930878	36.02132
18.990753	161.10413	-63.778534	36.17982
18.995789	160.5686	-63.72888	36.348812
19.000887	160.16614	-63.777866	36.52687
19.00586	159.89722	-63.910984	36.698345
19.010925	159.73273	-64.115395	36.85946
19.015902	159.65582	-64.368576	36.991783
19.021027	159.64789	-64.668144	37.094257
19.026001	159.67932	-64.98331	37.15042
19.031038	159.74707	-65.318375	37.16306
19.036074	159.83331	-65.664314	37.13083
19.041168	159.92914	-66.022224	37.055756
19.046143	160.01202	-66.37845	36.942825
19.05118	160.10095	-66.7465	36.794334
19.056213	160.1831	-67.12349	36.613293
19.061312	160.25867	-67.51017	36.397923
19.066286	160.30756	-67.888054	36.152836
19.07132	160.35718	-68.26356	35.869125
19.076355	160.39282	-68.625305	35.546864
19.081453	160.41937	-68.97251	35.183075
19.086426	160.4195	-69.29308	34.791676
19.091461	160.43427	-69.60206	34.365185
19.096498	160.45941	-69.90332	33.91492
19.101593	160.50873	-70.207	33.442444
19.106567	160.57861	-70.512405	32.972725
19.111666	160.73157	-70.83822	32.492012
19.11661	160.95215	-71.17023	32.025112
19.121735	161.27606	-71.534485	31.545555
19.126709	161.664	-71.91159	31.082909
19.132132	162.18579	-72.32185	30.623127
19.137135	162.82721	-72.76631	30.181686
19.142262	163.7201	-73.3095	29.770077
19.147238	164.81067	-73.93377	29.408493
19.152271	166.11133	-74.635574	29.058956
19.157276	167.56769	-75.40917	28.711123
19.162403	169.21637	-76.27808	28.33291
19.167377	170.9195	-77.18393	27.915384
19.172413	172.75885	-78.129845	27.406057
19.177448	174.63013	-79.05527	26.765
19.182545	176.47961	-79.914185	25.926344
19.18752	178.13379	-80.64354	24.860516
19.192554	179.6861	-81.29548	23.50985
19.197592	181.22983	-81.91632	22.014748
19.202686	182.95638	-82.536095	20.568518
19.20766	184.82956	-82.98586	19.384287
19.212729	186.82108	-83.14295	18.373676
19.217701	188.62585	-83.015884	17.447975
19.222828	190.18576	-82.6973	16.463459
19.227802	191.32909	-82.3018	15.455377
19.232838	192.18817	-81.87714	14.393735
19.237843	192.7449	-81.443886	13.329032
19.242971	193.05043	-80.98529	12.26225
19.247944	193.10706	-80.53051	11.280166
19.25298	193.05812	-80.07608	10.360826
19.258015	192.95299	-79.6394	9.535452
19.263111	192.85632	-79.22361	8.796315
19.268085	192.82231	-78.84273	8.180167
19.27312	192.95856	-78.471565	7.6543846
19.278158	193.24976	-78.10309	7.211595
19.283253	193.70929	-77.723175	6.83121
19.288227	194.28494	-77.34147	6.5122313
19.293262	195.05511	-76.94139	6.2428236
19.298298	195.965	-76.52659	6.0307174
19.303394	197.00539	-76.09239	5.874345
19.308369	198.08405	-75.658226	5.778189
19.313435	199.27747	-75.21204	5.7366905
19.318409	200.4905	-74.77887	5.753443
19.323536	201.75865	-74.346825	5.831466
19.328512	202.96321	-73.9568	5.969721
19.333546	204.19182	-73.600464	6.1763334
19.33855	205.38136	-73.28383	6.4484706
19.343678	206.554	-72.98496	6.7905884
19.348652	207.62247	-72.701866	7.178332
19.353687	208.67154	-72.39903	7.613697
19.358692	209.65527	-72.06651	8.077175
19.36382	210.591	-71.68645	8.565628
19.368793	211.41145	-71.28397	9.043089
19.373829	212.16595	-70.84475	9.510002
19.378864	212.80301	-70.38193	9.949397
19.38396	213.3059	-69.90419	10.35774
19.388935	213.62932	-69.44644	10.721405
19.393972	213.80898	-69.009476	11.053283
19.399006	213.8288	-68.61617	11.358913
19.404102	213.70018	-68.273056	11.653066
19.409079	213.43895	-67.996155	11.93875
19.414143	213.0854	-67.77436	12.234583
19.419117	212.67224	-67.61545	12.543798
19.424244	212.19641	-67.51092	12.887176
19.429218	211.70912	-67.46953	13.258387
19.434254	211.22723	-67.489876	13.674744
19.43929	210.76068	-67.57281	14.1367
19.444386	210.3169	-67.72426	14.651744
19.44936	209.91588	-67.93982	15.203063
19.454395	209.55658	-68.22441	15.806723
19.459402	209.24522	-68.56865	16.451363
19.464527	208.97261	-68.97539	17.153833
19.469501	208.7607	-69.41635	17.876663
19.474539	208.59587	-69.89566	18.643496
19.479572	208.47606	-70.39292	19.43993
19.484669	208.38632	-70.896996	20.267088
19.489643	208.33934	-71.38396	21.094645
19.494678	208.31873	-71.86085	21.9503
19.499714	208.3311	-72.31784	22.82293
19.504812	208.36502	-72.745026	23.717413
19.509785	208.39597	-73.11991	24.587397
19.51485	208.35025	-73.46075	25.445343
19.519825	208.1628	-73.76696	26.237486
19.524952	207.75517	-74.04281	26.98994
19.529926	207.10393	-74.20751	27.683405
19.534962	206.1813	-74.23173	28.406996
19.539967	205.10103	-74.12755	29.233732
19.545094	203.92075	-73.93975	30.237705
19.550068	202.73006	-73.70613	31.317087
19.555103	201.40314	-73.3971	32.3986
19.560139	199.90633	-72.97458	33.36818
19.565235	198.21625	-72.433014	34.18084
19.57021	196.43758	-71.83043	34.79542
19.575245	194.49721	-71.17893	35.23981
19.58028	192.45914	-70.52435	35.531742
19.585379	190.33221	-69.892166	35.706245
19.590351	188.23938	-69.32148	35.78937
19.595387	186.10904	-68.783005	35.812218
19.600422	184.00056	-68.26653	35.800186
19.605518	181.91138	-67.7495	35.77807
19.610493	179.93347	-67.24466	35.759636
19.615559	177.98401	-66.7269	35.761223
19.620533	176.15027	-66.22423	35.787537
19.62566	174.36035	-65.71739	35.849003
19.630634	172.72467	-65.245155	35.933636
19.63567	171.16858	-64.79232	36.042595
19.640705	169.7207	-64.37486	36.166405
19.645802	168.36993	-63.997726	36.30229
19.650776	167.16821	-63.683876	36.44049
19.655811	166.06348	-63.4272	36.587196
19.660847	165.06976	-63.2298	36.73921
19.665943	164.16931	-63.084614	36.897327
19.67092	163.38391	-62.99301	37.051327
19.675953	162.66852	-62.94746	37.205124
19.680988	162.02899	-62.94676	37.35336
19.686085	161.45142	-62.99084	37.494534
19.69106	160.95233	-63.078495	37.620857
19.696095	160.5061	-63.20988	37.733864
19.70113	160.11438	-63.375916	37.828487
19.706226	159.76794	-63.5739	37.902027
19.7112	159.47028	-63.79382	37.94817
19.716267	159.20966	-64.042145	37.966835
19.721243	158.98474	-64.30874	37.952423
19.726368	158.78064	-64.60376	37.90242
19.731342	158.5957	-64.903366	37.816086
19.73638	158.42786	-65.21413	37.69145
19.741413	158.26569	-65.524216	37.528267
19.74651	158.09973	-65.830414	37.324074
19.751486	157.91516	-66.11456	37.08524
19.75652	157.71985	-66.383644	36.80644
19.761555	157.49603	-66.63207	36.487957
19.766651	157.2356	-66.86088	36.12714
19.771626	156.93225	-67.06755	35.737144
19.77666	156.59912	-67.26212	35.307278
19.781696	156.23096	-67.448814	34.844345
19.786793	155.83484	-67.63754	34.348526
19.791767	155.42236	-67.82945	33.842285
19.796803	155.02692	-68.03701	33.31757
19.801807	154.66101	-68.26072	32.789833
19.806934	154.33618	-68.50339	32.248817
19.811909	154.06451	-68.7478	31.722652
19.816975	153.88348	-68.999176	31.19187
19.821949	153.78607	-69.247894	30.673065
19.827076	153.78638	-69.5069	30.147453
19.83205	153.86975	-69.766075	29.648968
19.837086	154.09918	-70.04878	29.167028
19.84209	154.47363	-70.36385	28.709673
19.84722	155.02844	-70.73529	28.26482
19.852192	155.71942	-71.151215	27.850487
19.857227	156.62195	-71.632515	27.45075
19.862263	157.70728	-72.17222	27.06726
19.86736	158.99231	-72.77479	26.692734
19.872334	160.39392	-73.417046	26.328156
19.877369	161.98926	-74.12706	25.94378
19.882406	163.77142	-74.8981	25.49312
19.8875	165.72565	-75.700806	24.929134
19.892475	167.64948	-76.45069	24.251135
19.89751	169.61609	-77.15926	23.390602
19.902546	171.52734	-77.82837	22.309443
19.907642	173.41663	-78.49038	21.010818
19.912617	175.26135	-79.13544	19.67566
19.917683	177.31152	-79.74466	18.452848
19.922657	179.45117	-80.16278	17.487604
19.927784	181.6872	-80.34775	16.692022
19.93276	183.71495	-80.32557	15.987509
19.937794	185.59024	-80.16727	15.255791
19.942799	187.20361	-79.95583	14.4902935
19.947926	188.61458	-79.73634	13.700802
19.9529	189.76172	-79.530914	12.98223
19.957935	190.80342	-79.31573	12.339711
19.96297	191.7268	-79.082184	11.799522
19.968067	192.57698	-78.82412	11.355119
19.973042	193.32945	-78.56457	11.005218
19.978077	194.10474	-78.30369	10.720227
19.983112	194.88657	-78.05423	10.496068
19.988209	195.69513	-77.80855	10.319662
19.993183	196.48499	-77.57167	10.190387
19.998219	197.35057	-77.326294	10.094683
20.003254	198.25754	-77.069824	10.030819
20.00835	199.2144	-76.7896	9.998492
20.013327	200.15138	-76.497665	9.994976
20.01839	201.15234	-76.1835	10.018804
20.023365	202.1477	-75.86732	10.067653
20.028492	203.1713	-75.53988	10.139197
20.033466	204.13298	-75.231285	10.22709
20.038502	205.1164	-74.93565	10.33265
20.043537	206.08104	-74.65912	10.455985
20.048634	207.03322	-74.39835	10.600321
20.053608	207.91982	-74.16323	10.762923
20.058643	208.81326	-73.94161	10.951614
20.063679	209.67876	-73.73055	11.167817
20.068775	210.52638	-73.52122	11.4174595
20.07375	211.30928	-73.31601	11.692544
20.078787	212.08752	-73.09817	12.0013895
20.08382	212.83041	-72.86445	12.337689
20.088917	213.54565	-72.60785	12.703016
20.093891	214.19452	-72.33682	13.081346
20.098927	214.82706	-72.04153	13.479714
20.103962	215.41656	-71.72796	13.889182
20.10906	215.9634	-71.39899	14.307708
20.114033	216.42918	-71.06872	14.715931
20.124073	217.12881	-70.36701	15.493034
20.1292	217.30562	-70.000374	15.850454
20.134174	217.34233	-69.65917	16.174356
20.13921	217.25534	-69.34448	16.480104
20.144247	217.04062	-69.07575	16.772333
20.149342	216.69661	-68.858604	17.060774
20.154316	216.25075	-68.706924	17.34988
20.159351	215.71663	-68.61238	17.65679
20.164356	215.11821	-68.57318	17.987316
20.169483	214.44739	-68.57805	18.35912
20.174458	213.75887	-68.61771	18.765665
20.179493	213.03511	-68.680984	19.224813
20.184528	212.2901	-68.76086	19.735426
20.189627	211.51508	-68.8525	20.303318
20.1946	210.75194	-68.954124	20.911905
20.199635	209.97302	-69.067314	21.57722
20.20467	209.19102	-69.18754	22.287395
20.209766	208.40115	-69.31341	23.04189
20.21474	207.64864	-69.43949	23.804403
20.219807	206.89705	-69.56396	24.593563
20.224781	206.1931	-69.67892	25.374525
20.229908	205.50659	-69.78434	26.179308
20.234882	204.89865	-69.87669	26.960793
20.239918	204.3447	-69.96526	27.758944
20.244953	203.87123	-70.069374	28.566952
20.25005	203.45337	-70.21561	29.37872
20.255024	203.06245	-70.40738	30.13475
20.26006	202.59505	-70.63724	30.832344
20.265095	202.0039	-70.85575	31.458979
20.270191	201.24979	-70.996956	32.06718
20.275167	200.44522	-71.046104	32.729603
20.280201	199.70456	-71.08148	33.569454
20.285206	199.15009	-71.178925	34.60082
20.290333	198.7572	-71.3533	35.79773
20.295307	198.4876	-71.55018	36.990765
20.300343	198.23349	-71.74195	38.11878
20.305378	197.97046	-71.91396	39.09936
20.310474	197.65492	-72.05825	39.925777
20.315449	197.2727	-72.15407	40.589645
20.320515	196.73651	-72.1808	41.143105
20.32549	196.03523	-72.10541	41.58149
20.330616	195.09691	-71.902504	41.926937
20.33559	193.98691	-71.58364	42.162018
20.340628	192.66425	-71.15054	42.304974
20.345661	191.18037	-70.618355	42.35601
20.350758	189.54616	-69.99229	42.31858
20.355734	187.86815	-69.31775	42.201653
20.360767	186.1026	-68.59037	42.01156
20.365803	184.30826	-67.83863	41.759106
20.3709	182.49625	-67.076515	41.453835
20.375874	180.75266	-66.34525	41.117344
20.380909	179.0199	-65.625084	40.75339
20.385944	177.32605	-64.93313	40.37416
20.39104	175.65717	-64.26984	39.985764
20.396015	174.0763	-63.6631	39.60951
20.40105	172.52765	-63.092384	39.241642
20.406088	171.03778	-62.569927	38.891056
20.411182	169.60669	-62.09938	38.560585
20.416157	168.29932	-61.70926	38.26617
20.421223	167.0835	-61.39566	38.004677
20.426197	166.01251	-61.17943	37.786694
20.431324	165.04553	-61.04824	37.605457
20.436298	164.2301	-61.00601	37.464016
20.441334	163.52698	-61.035774	37.351044
20.446339	162.93414	-61.123436	37.2588
20.451468	162.4317	-61.263042	37.180473
20.45644	162.02625	-61.43906	37.109684
20.461475	161.70087	-61.652992	37.040024
20.46651	161.44208	-61.894245	36.96542
20.471607	161.23596	-62.158283	36.88164
20.476582	161.06818	-62.431946	36.785618
20.481617	160.93188	-62.71862	36.67009
20.486654	160.80981	-63.00884	36.532764
20.491749	160.6878	-63.301445	36.36959
20.496723	160.5481	-63.58331	36.18242
20.501759	160.39557	-63.864754	35.964172
20.506794	160.21863	-64.1429	35.71378
20.51189	160.0174	-64.426926	35.427418
20.516865	159.79126	-64.70994	35.11394
20.52193	159.56012	-65.01048	34.76332
20.526905	159.32764	-65.32109	34.390347
20.532032	159.0954	-65.65853	33.986057
20.537006	158.86798	-66.00365	33.577084
20.542042	158.677	-66.37092	33.15656
20.547077	158.52844	-66.75623	32.735977
20.552174	158.44366	-67.16157	32.315918
20.557148	158.42767	-67.565346	31.909983
20.562183	158.53223	-67.97731	31.504738
20.567219	158.755	-68.38902	31.100958
20.572315	159.10455	-68.80198	30.692545
20.57729	159.54688	-69.205986	30.29173
20.582325	160.13214	-69.62898	29.889488
20.58736	160.849	-70.082214	29.50456
20.592457	161.72241	-70.58726	29.145918
20.597431	162.71442	-71.134895	28.832136
20.602467	163.9046	-71.75102	28.551838
20.607502	165.25085	-72.42465	28.297787
20.612598	166.74988	-73.16136	28.049784
20.617575	168.29529	-73.92018	27.793001
20.622639	169.96692	-74.71308	27.493849
20.627613	171.64728	-75.482925	27.13245
20.63274	173.349	-76.224655	26.579607
20.637714	174.88184	-76.89187	25.81145
20.64275	176.35535	-77.553406	24.858376
20.647785	177.80847	-78.20479	23.842743
20.652882	179.28723	-78.803116	22.884645
20.657856	180.68419	-79.207115	22.085974
20.662891	182.00784	-79.363014	21.358984
20.667927	183.14267	-79.30555	20.626184
20.673023	184.03754	-79.112595	19.822142
20.677998	184.63928	-78.864555	18.980679
20.683035	185.06439	-78.59167	18.104357
20.688068	185.33998	-78.30036	17.248516
20.693165	185.52527	-77.985306	16.432526
20.69814	185.63626	-77.66646	15.699801
20.703175	185.76653	-77.33954	15.024924
20.70821	185.91913	-77.02066	14.415609
20.713308	186.1071	-76.71185	13.856028
20.71828	186.30653	-76.423775	13.363663
20.723347	186.58913	-76.138756	12.9180565
20.728321	186.9234	-75.861084	12.537853
20.733448	187.33334	-75.568214	12.209362
20.738478	187.77405	-75.27382	11.950719
20.743513	188.31985	-74.96018	11.749829
20.748547	188.93817	-74.63054	11.606178
20.753645	189.6311	-74.27976	11.516125
20.75862	190.34789	-73.92156	11.483206
20.763655	191.1402	-73.54937	11.498943
20.76869	191.96501	-73.17349	11.565665
20.773787	192.81502	-72.79256	11.686808
20.77876	193.62616	-72.426	11.862247
20.783796	194.45396	-72.061356	12.102241
20.788832	195.25449	-71.70294	12.408715
20.793926	196.02002	-71.34626	12.785512
20.798903	196.6897	-70.98932	13.214332
20.803938	197.29672	-70.59116	13.691587
20.808973	197.8088	-70.13068	14.189045
20.81407	198.23082	-69.58855	14.684678
20.819044	198.55351	-68.99318	15.14651
20.82411	198.82434	-68.34017	15.585642
20.829084	199.0264	-67.680115	15.989022
20.834211	199.14912	-67.00457	16.372168
20.839186	199.16446	-66.37393	16.71747
20.844221	199.07993	-65.78222	17.041616
20.849226	198.89583	-65.254875	17.351618
20.854353	198.61784	-64.78571	17.663847
20.859327	198.29019	-64.40354	17.975082
20.864363	197.94673	-64.095436	18.30581
20.869398	197.6228	-63.875687	18.662642
20.874495	197.34723	-63.752586	19.058947
20.879467	197.1543	-63.73004	19.490368
20.884504	197.0531	-63.80001	19.97071
20.88954	197.05022	-63.959873	20.49323
20.894636	197.15181	-64.21155	21.060099
20.89961	197.35913	-64.54397	21.648863
20.904646	197.67447	-64.96239	22.274324
20.909681	198.08812	-65.45711	22.924803
20.914778	198.59193	-66.025085	23.60318
20.919752	199.15779	-66.63726	24.282297
20.924818	199.7842	-67.30797	24.98599
20.92979	200.43729	-68.005516	25.68771
20.93492	201.11707	-68.75077	26.412458
20.939894	201.7725	-69.48498	27.115442
20.94493	202.39905	-70.2245	27.81903
20.949965	202.97572	-70.946556	28.51038
20.955061	203.49536	-71.6477	29.195204
20.960035	203.91095	-72.27604	29.84342
20.96507	204.17285	-72.82248	30.469864
20.970106	204.26585	-73.28484	31.071098
20.975203	204.15341	-73.667755	31.661274
20.980177	203.81723	-73.93329	32.236206
20.985212	203.19682	-74.03204	32.856537
20.990248	202.37997	-73.984985	33.58707
20.995344	201.42871	-73.83233	34.490246
21.000319	200.41167	-73.60683	35.497417
21.005354	199.28703	-73.35094	36.5217
21.01039	198.0783	-73.08219	37.419415
21.015486	196.77983	-72.77494	38.121105
21.02046	195.49683	-72.436714	38.614544
21.025526	194.16422	-72.04457	38.978725
21.0305	192.84277	-71.62152	39.257587
21.035627	191.45828	-71.16244	39.497475
21.040602	190.1026	-70.715675	39.697445
21.045637	188.70857	-70.282005	39.870556
21.050673	187.30193	-69.87226	40.009
21.055767	185.87624	-69.48054	40.115356
21.060743	184.50064	-69.1132	40.18944
21.065779	183.11615	-68.74498	40.240696
21.070814	181.74687	-68.36795	40.27342
21.07591	180.37436	-67.96751	40.292683
21.080885	179.05475	-67.55521	40.300785
21.08592	177.72461	-67.110565	40.29775
