unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
Timestamp;Azimuth;Pitch;Roll;
1.7382752;31.181854;-87.350174;29.514055;
1.7432495;32.72345;-88.24803;28.905054;
1.7482849;34.132324;-89.04765;28.206156;
1.7533202;35.386383;-89.7408;27.412958;
1.7584168;36.508575;-90.315575;26.522125;
1.7633911;37.41269;-90.74914;25.598585;
1.7684265;38.146606;-91.06416;24.655756;
1.7734619;38.692688;-91.26733;23.745722;
1.7785584;39.089905;-91.37513;22.886635;
1.7835327;39.36319;-91.397865;22.114628;
1.7885987;39.59738;-91.338905;21.396511;
1.793573;39.813293;-91.20044;20.74642;
1.7987;40.035706;-90.983894;20.125751;
1.8036743;40.25528;-90.724335;19.560448;
1.8087097;40.499634;-90.433075;19.026333;
1.8137451;40.767242;-90.13397;18.530163;
1.8188416;41.068054;-89.83854;18.071384;
1.823816;41.391632;-89.56393;17.672277;
1.8288512;41.757324;-89.307945;17.320993;
1.8338867;42.15973;-89.079384;17.022474;
1.838983;42.61389;-88.87609;16.772274;
1.8439575;43.10666;-88.6977;16.574995;
1.848993;43.650177;-88.523674;16.418707;
1.8540283;44.212433;-88.34135;16.304796;
1.8591248;44.772583;-88.133675;16.233038;
1.8640991;45.28482;-87.89604;16.209894;
1.8691345;45.759155;-87.61555;16.236324;
1.87417;46.178986;-87.29595;16.316107;
1.8792664;46.5477;-86.9428;16.451805;
1.8842407;46.846313;-86.57921;16.642689;
1.8893067;47.092712;-86.20162;16.89561;
1.894281;47.26596;-85.83093;17.206535;
1.899408;47.384247;-85.45128;17.58274;
1.9043822;47.418976;-85.09044;17.999573;
1.9094176;47.397278;-84.73242;18.4566;
1.9144531;47.32318;-84.38244;18.935896;
1.9195495;47.20981;-84.03887;19.431425;
1.924524;47.06726;-83.716995;19.923264;
1.9295594;46.9227;-83.40605;20.429018;
1.9345948;46.788513;-83.106186;20.946821;
1.9396912;46.67224;-82.81081;21.488958;
1.9446656;46.571503;-82.52636;22.041481;
1.949701;46.502625;-82.23849;22.623909;
1.9547364;46.456665;-81.94975;23.228746;
1.9598328;46.42926;-81.657646;23.861898;
1.9648072;46.398987;-81.37631;24.500217;
1.9698426;46.377563;-81.09814;25.164745;
1.974878;46.347168;-80.82948;25.845318;
1.9799744;46.297943;-80.56932;26.547663;
1.9849486;46.20938;-80.326126;27.245935;
1.9900147;46.100403;-80.08912;27.967499;
1.994989;45.9563;-79.866394;28.688578;
2.000116;45.76953;-79.649704;29.440666;
2.0050905;45.53241;-79.45012;30.179625;
2.0101259;45.26889;-79.260666;30.932535;
2.0151613;44.9722;-79.08282;31.690248;
2.0202577;44.64444;-78.91593;32.46214;
2.0252318;44.263184;-78.78808;33.230385;
2.0302672;43.877594;-78.732574;34.023605;
2.0353026;43.58493;-78.7939;34.816643;
2.040399;43.491425;-78.96185;35.60496;
2.0453734;43.508728;-79.16227;36.378464;
2.0504088;43.542572;-79.2907;37.196564;
2.0554442;43.451355;-79.27636;38.07997;
